TYPE,RUNTIME,INFO,DECREASE RATE
Proton-Deuterium Fused,54.26105
Scored,54.26105,500,176.625
Helions Fused,55.2941
Scored,55.2941,750,178.5
New peak health,55.2941,6596
New Proton,56.6441
New Proton,57.26116
Protons Fused,58.411175
Scored,58.411175,400,179.5
Proton-Deuterium Fused,59.16116
Scored,59.16116,500,180.75
New peak health,59.16116,6832
New Proton,59.6272
Protons Fused,60.57723
Scored,60.57723,400,181.75
New peak health,60.57723,6962
New Proton,60.97723
Proton-Deuterium Fused,61.544285
Scored,61.544285,500,183.0
New peak health,61.544285,7246
New Proton,62.694324
New Proton,63.727276
New Proton,65.19432
New Proton,65.71132
New Proton,66.127495
New Proton,66.611374
Protons Fused,67.86036
Scored,67.86036,400,184.0
Protons Fused,69.16038
Scored,69.16038,400,185.0
Proton-Deuterium Fused,70.3298
Scored,70.3298,500,186.25
Proton-Deuterium Fused,71.66211
Scored,71.66211,500,187.5
Helions Fused,72.51544
Scored,72.51544,750,189.375
New peak health,72.51544,7879
New Proton,73.24846
New Proton,73.881454
New Proton,74.465515
Protons Fused,75.198456
Scored,75.198456,400,190.375
Proton-Deuterium Fused,76.39844
Scored,76.39844,500,191.625
New peak health,76.39844,8013
Protons Fused,78.04849
Scored,78.04849,400,192.625
New peak health,78.04849,8215
New Proton,79.21549
Proton-Deuterium Fused,79.88154
Scored,79.88154,500,193.875
New peak health,79.88154,8395
Helions Fused,80.815506
Scored,80.815506,750,195.75
New peak health,80.815506,9033
Protons Fused,83.33668
Scored,83.33668,400,196.75
New peak health,83.33668,9130
Heliums Fused,84.51916
Scored,84.51916,1000,199.25
New peak health,84.51916,9988
New Proton,85.1646
New Proton,85.597626
New Proton,86.76749
Proton-Deuterium Fused,88.266365
Scored,88.266365,500,200.5
Protons Fused,89.199005
Scored,89.199005,400,225.0
New peak health,89.199005,10025
New Proton,89.64873
Proton-Deuterium Fused,90.13166
Scored,90.13166,500,225.0
New peak health,90.13166,10363
Helions Fused,90.86472
Scored,90.86472,750,225.0
New peak health,90.86472,11025
New Proton,91.76467
New Proton,92.147705
New Proton,92.86496
New Proton,93.280785
New Proton,93.96479
Protons Fused,94.79775
Scored,94.79775,400,225.0
Protons Fused,95.73082
Scored,95.73082,400,225.0
Protons Fused,97.96482
Scored,97.96482,400,225.0
New peak health,97.96482,11123
New Proton,98.86484
New Proton,100.91482
Proton-Deuterium Fused,104.26391
Scored,104.26391,500,225.0
Proton-Deuterium Fused,107.01397
Scored,107.01397,500,225.0
New Proton,107.61396
Helions Fused,108.82999
Scored,108.82999,750,225.0
New peak health,108.82999,11419
New Proton,109.6672
Protons Fused,110.45
Scored,110.45,400,225.0
New peak health,110.45,11575
Protons Fused,111.73233
Scored,111.73233,400,225.0
New peak health,111.73233,11821
New Proton,112.19864
Proton-Deuterium Fused,113.131294
Scored,113.131294,500,225.0
New peak health,113.131294,12103
New Proton,113.764175
Proton-Deuterium Fused,114.53028
Scored,114.53028,500,225.0
Helions Fused,115.54712
Scored,115.54712,750,225.0
New Proton,116.04714
Protons Fused,116.83012
Scored,116.83012,400,225.0
New Proton,117.73011
Heliums Fused,119.330185
Scored,119.330185,1000,225.0
Proton-Deuterium Fused,121.6794
Scored,121.6794,500,225.0
New Proton,122.07931
New Proton,122.46341
New Proton,123.079254
New Proton,123.39628
Protons Fused,124.863396
Scored,124.863396,400,225.0
Proton-Deuterium Fused,125.74634
Scored,125.74634,500,225.0
New Proton,126.79634
New Proton,127.46334
New Proton,128.01334
New Proton,128.41336
Protons Fused,129.87933
Scored,129.87933,400,225.0
Proton-Deuterium Fused,130.91338
Scored,130.91338,500,225.0
Protons Fused,132.59645
Scored,132.59645,400,225.0
New Proton,133.19643
Proton-Deuterium Fused,133.9825
Scored,133.9825,500,225.0
Helions Fused,135.0294
Scored,135.0294,750,225.0
New Proton,135.61462
New Proton,136.18086
New Proton,136.56387
New Proton,137.66307
Protons Fused,138.56245
Scored,138.56245,400,225.0
Protons Fused,139.62845
Scored,139.62845,400,225.0
New Proton,140.1625
Proton-Deuterium Fused,141.07855
Scored,141.07855,500,225.0
Proton-Deuterium Fused,144.21252
Scored,144.21252,500,225.0
Helions Fused,145.27858
Scored,145.27858,750,225.0
Heliums Fused,146.54552
Scored,146.54552,1000,225.0
New Proton,147.54553
Protons Fused,148.37859
Scored,148.37859,400,225.0
Proton-Deuterium Fused,149.94566
Scored,149.94566,500,225.0
New Proton,150.3287
New Proton,150.76273
New Proton,151.16272
Protons Fused,151.7957
Scored,151.7957,400,225.0
Proton-Deuterium Fused,152.67876
Scored,152.67876,500,225.0
New peak health,152.67876,12156
Helions Fused,153.56276
Scored,153.56276,750,225.0
New Proton,154.14575
New Proton,154.52779
New Proton,154.9948
New Proton,155.41183
Protons Fused,156.81184
Scored,156.81184,400,225.0
Protons Fused,158.01463
Scored,158.01463,400,225.0
New Proton,158.54755
New Proton,158.96391
New Proton,159.43022
Proton-Deuterium Fused,160.17963
Scored,160.17963,500,225.0
New Proton,160.929
Proton-Deuterium Fused,162.01183
Scored,162.01183,500,225.0
Helions Fused,162.9948
Scored,162.9948,750,225.0
New Proton,164.84488
New Proton,166.26186
End Game Rate Of Decrease,225.99231,225.0
